symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ADRA1B	0.45972865564727416	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7550028683217526	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	1	1	0	1	1	0	0.7692300000000003	0	-0.1549281100229214	-0.9323474287510244	0	-1	No data	0	0.5	0
ADRA1A	0.4589894959379048	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7550028683217526	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.5708150000000003	0	0.5335486559699938	-0.5954762182301893	0	-1	No data	0	0.5	0
CHRM1	0.4509182210365598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7354273954440582	No data	No data	No data	No data	No data	No data	0.12597677083840814	No data	No data	1	1	0	1	1	0	0.9456499999999999	1	-0.874036257553657	-0.20744991348439518	0	-1	No data	0	0.75	0.5
SLC39A8	0.42956954385374374	0.7032741051879592	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0667035180712751	No data	No data	No data	1	0	0	0	0	0.4673900000000003	No data	-0.541987914148781	-0.9233233196047524	0	-1	No data	0	0.5	0
CNR1	0.4234223070644101	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6830699386196438	No data	No data	No data	No data	No data	No data	0.26855209464363905	No data	No data	1	1	0	1	1	0	0.8516950000000001	1	-0.37476557616170036	-0.9192709504962415	0	-1	No data	0	0.5	0
ADGRV1	0.42278370941281995	0.6948391679080489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.021564999999999657	No data	-0.47739112315065635	-0.7258412918663948	0	-1	No data	0	1	0
COMT	0.4137251718901214	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6666085263321141	No data	No data	No data	No data	No data	No data	0.27875931983117574	No data	No data	1	0	0	1	1	0	0	No data	0.7577620337570328	-0.8295541798049546	0	-1	No data	0	-1	-1
GLRA1	0.40645571129657526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.9220500000000001	No data	-0.1828505938737237	-0.9097480834728627	0	No data	No data	-0.5545649999999999	1	1
KCNK2	0.40590134151454826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8122050000000002	No data	-0.288705980412586	No data	0	No data	No data	0	1	0
KCNK18	0.40590134151454826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0	No data	0.2389039383204834	-0.1317761340245982	0	No data	No data	0	No data	No data
KCNK3	0.40590134151454826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.5685299999999998	1	-0.625963742446343	-0.05377051238253633	0	No data	No data	0	1	0
KCNK9	0.40590134151454826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	0	-0.7465096895186497	0	0	No data	No data	-0.024065000000000048	1	0.5
KCNK10	0.40590134151454826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6676768854435631	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.6685099999999998	No data	-0.29297770368826836	No data	0	No data	No data	0	0.5	0.5
ADORA2A	0.4009672520877358	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6536224490164659	No data	No data	No data	No data	No data	No data	0.11876467961410547	No data	No data	1	1	0	1	1	1	0.05339999999999989	1	-0.43217336945196916	-0.9334400628290531	0	-1	No data	0	0.75	0
MTNR1A	0.39858160717037633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.655636478257533	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.2	1	0.804334236299229	No data	0	No data	No data	0	0.5	1
MTNR1B	0.39858160717037633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.655636478257533	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	1	0.44457178578870593	-0.17077894484562928	0	-1	No data	0	0.5	1
ADORA1	0.3980972009080625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6513134148078504	No data	No data	No data	No data	No data	No data	0.07052503861292814	No data	No data	1	1	0	1	1	0	0.7392650000000003	1	0.23379870806418013	-0.31241169803217117	0	-1	No data	0	0.5	0
ADORA2B	0.39595348375928513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6513134148078504	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.38252999999999987	1	0.6028339237341114	-0.9181055249095493	0	-1	No data	0	0.5	0
ADORA3	0.39595348375928513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6513134148078504	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	0	No data	-0.8270992553125023	0	-1	No data	0	0.5	0
NCK2	0.3807399346893903	0.6158707292399714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2083510511974334	No data	No data	No data	0	0	0	0	0	0.80263	No data	-0.4434257136903521	No data	0	No data	No data	-0.20394749999999995	-1	-1
PLG	0.37166259115745615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0.06851886698080979	No data	No data	1	0	1	1	1	0	0	No data	-0.5695978328818504	-0.9498534613627004	0	No data	No data	0	1	0.5
VDR	0.37058849970477875	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0.033182889369634316	No data	No data	1	0	0	1	1	1	0.4028100000000002	0	-0.038653886226297174	-0.9595491612506529	0	-1	No data	0	1	0
FOXP2	0.36979982535369454	0.6067728056650299	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9720300000000002	No data	-0.8654928110022921	-0.9245261644798214	0	No data	No data	0	0.5	0
ATP4A	0.3695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0.88889	No data	-0.2001458637216087	-0.29239804983791945	0	No data	No data	-0.10627999999999993	1	0.5
HRH2	0.3695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.13507000000000033	1	-0.1242967284851011	-0.25816023832992224	0	-1	No data	0	0.5	0
FSTL5	0.35576030249300683	0.5851986836177457	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.563165	No data	-0.34434257136903523	No data	0	No data	No data	0	0.75	0.5
SIX3	0.34907591004255106	0.5742033656033981	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7439749999999996	No data	-0.724213377787039	-0.6724407233190477	0	No data	No data	-0.021085000000000065	0.5	0.5
SLCO3A1	0.3388927992787955	0.5535382694697523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07829304324907663	No data	No data	No data	1	0	0	0	0	0.8943649999999999	No data	-0.5700145863721608	-0.5512941723678829	0	No data	No data	0	0.5	-1
ARL15	0.33572208812718685	0.5522373425497423	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8529400000000003	No data	0.34413419462388006	0	0	No data	No data	0	-1	-1
HYKK	0.3308692264634561	0.5436468228081323	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.28755990831423217	No data	0	No data	No data	No data	-1	0
CCSER1	0.3286794164745027	0.5395128122074584	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	No data	No data	No data	No data	No data	0	0	0	0	No data	-0.43352781829547826	No data	0	No data	No data	0	0.5	0.5
CHRM3	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.5762700000000003	0	-0.8253802875599083	-0.8246927807968057	0	-1	No data	0	0.5	0
CHRNB3	0.3229079840170395	0.52379720440512	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14723819796202586	No data	No data	No data	1	0	1	1	0	0.32314500000000024	No data	0.05667847468222553	0	0	No data	No data	-0.11571999999999996	0.75	0.5
IGSF22	0.31956566240917644	0.5256612490511333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.45624088351739944	No data	0	No data	No data	0	0.5	0.5
SEMA6D	0.3187157079813225	0.5242631385569896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7437100000000001	No data	-0.7229631173161075	No data	0	No data	No data	0	0.5	0
LHPP	0.3177295964215627	0.5193438796909811	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06594360457426057	No data	No data	No data	0	0	0	0	1	0.40740499999999996	No data	0.6142946447176496	No data	0	No data	No data	0	1	-1
FAM78B	0.3135115434322567	0.5157026830421326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	-0.18649718691394035	No data	0	No data	No data	-0.3007674999999999	-1	1
FTO	0.31071269857171285	0.5056035776735031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1099043619601321	No data	No data	0.75	1	0	1	1	0	0.3366349999999997	0	-0.07553657011877479	-0.8263520867351067	0	-1	No data	No data	-1	-1
MAOB	0.30708977826463696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49332030170177055	No data	No data	No data	No data	No data	No data	0.23638130528351115	No data	No data	1	0	0	1	1	1	0.4326900000000002	0	-0.9425922067097312	-0.20744991348439518	0	-1	No data	-0.3076924999999999	0.5	0
DRD1	0.2982908078233979	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4770568064591193	No data	No data	No data	No data	No data	No data	0.27217844528212864	No data	No data	1	1	0	1	1	0	0.5515700000000002	No data	-0.7457803709106063	-0.8083425998919627	0	-1	No data	0	0.75	0.5
CHRNA5	0.2935113060845438	0.46063728581972835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.30823477650690256	No data	No data	0.5	1	0	1	1	0	0.45512999999999976	No data	0.2771410710564701	0	0	-1	No data	-0.08119750000000003	-1	0
DRD5	0.2920887119590407	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4770568064591193	No data	No data	No data	No data	No data	No data	0.06813891023230254	No data	No data	1	1	0	1	1	0	0.1404600000000002	No data	0.9659304021671182	-0.8359664465454089	0	No data	No data	0	0.75	0.5
SIGMAR1	0.29066998706749525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4756889621644932	No data	No data	No data	No data	No data	No data	0.04882190175661317	No data	No data	1	1	0	1	1	0	0.5067250000000001	0	-0.21462804750989795	-0.17077894484562928	0	-1	No data	No data	0.5	-1
RGMA	0.28818992231350676	0.47079135449715975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	0.5	0	1	0	0	0	0.6	No data	-0.3583038132944364	-0.5846356327658292	0	No data	No data	0	0.5	0
SPRED2	0.2876273425326493	0.47312513802993933	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6052649999999999	No data	0.19576995207334869	-0.8177939085605809	0	No data	No data	0	-1	-1
HCRTR1	0.2876143552115012	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4685626622591569	No data	No data	No data	No data	No data	No data	0.09082225227322713	No data	No data	1	1	0	1	1	0	0.5882350000000003	No data	-0.05615753281933733	0	0	No data	No data	-0.1705874999999999	0.5	1
HCRTR2	0.28701768252767257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4685626622591569	No data	No data	No data	No data	No data	No data	0.07119262711941725	No data	No data	1	1	0	1	1	0	0.7184699999999999	1	-0.3391331527401542	-0.2317309482338134	0	No data	No data	-0.09909999999999997	No data	No data
EPHX2	0.27818333825363095	0.454293287874779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06594360457426057	No data	No data	0.5	0	0	1	1	1	0	1	0.4130027088976871	-0.709842183835489	0	No data	No data	0	0.5	-1
